protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,study_eq_labels,url,study_duration_months,study_duration_years
NCT03262935,1202.0,1658.0,3,https://clinicaltrials.gov/study/NCT03262935,55.266666666666666,4.605555555555555
NCT04298372,1009.0,1009.0,1,https://clinicaltrials.gov/study/NCT04298372,33.63333333333333,2.8027777777777776
NCT01805557,2227.0,2846.0,4,https://clinicaltrials.gov/study/NCT01805557,94.86666666666666,7.905555555555555
NCT01722487,791.0,791.0,1,https://clinicaltrials.gov/study/NCT01722487,26.366666666666667,2.1972222222222224
NCT01751997,2331.0,2555.0,4,https://clinicaltrials.gov/study/NCT01751997,85.16666666666667,7.097222222222222
NCT03430843,1040.0,1797.0,3,https://clinicaltrials.gov/study/NCT03430843,59.9,4.991666666666666
NCT01568866,873.0,2056.0,3,https://clinicaltrials.gov/study/NCT01568866,68.53333333333333,5.711111111111111
NCT03315923,427.0,455.0,0,https://clinicaltrials.gov/study/NCT03315923,15.166666666666666,1.2638888888888888
NCT01229839,1826.0,1826.0,3,https://clinicaltrials.gov/study/NCT01229839,60.86666666666667,5.072222222222222
NCT02437318,1055.0,2878.0,4,https://clinicaltrials.gov/study/NCT02437318,95.93333333333334,7.9944444444444445
NCT03743051,1333.0,1518.0,2,https://clinicaltrials.gov/study/NCT03743051,50.6,4.216666666666667
NCT03361865,248.0,974.0,1,https://clinicaltrials.gov/study/NCT03361865,32.46666666666667,2.7055555555555557
NCT01828099,1081.0,3834.0,4,https://clinicaltrials.gov/study/NCT01828099,127.8,10.65
NCT01999686,1584.0,1673.0,3,https://clinicaltrials.gov/study/NCT01999686,55.766666666666666,4.647222222222222
NCT01323790,550.0,550.0,0,https://clinicaltrials.gov/study/NCT01323790,18.333333333333332,1.5277777777777777
NCT02406144,1035.0,1096.0,1,https://clinicaltrials.gov/study/NCT02406144,36.53333333333333,3.0444444444444443
NCT02460419,1857.0,1857.0,3,https://clinicaltrials.gov/study/NCT02460419,61.9,5.158333333333333
NCT01651000,668.0,668.0,0,https://clinicaltrials.gov/study/NCT01651000,22.266666666666666,1.8555555555555554
NCT02617589,1052.0,2194.0,3,https://clinicaltrials.gov/study/NCT02617589,73.13333333333334,6.094444444444445
NCT03239158,365.0,365.0,0,https://clinicaltrials.gov/study/NCT03239158,12.166666666666666,1.0138888888888888
NCT02423876,2484.0,2484.0,4,https://clinicaltrials.gov/study/NCT02423876,82.8,6.8999999999999995
NCT01915693,1857.0,1857.0,3,https://clinicaltrials.gov/study/NCT01915693,61.9,5.158333333333333
NCT01506492,1735.0,1735.0,3,https://clinicaltrials.gov/study/NCT01506492,57.833333333333336,4.819444444444445
NCT01426880,639.0,731.0,1,https://clinicaltrials.gov/study/NCT01426880,24.366666666666667,2.0305555555555554
NCT02649153,910.0,910.0,1,https://clinicaltrials.gov/study/NCT02649153,30.333333333333332,2.5277777777777777
NCT03748134,990.0,1678.0,3,https://clinicaltrials.gov/study/NCT03748134,55.93333333333333,4.6611111111111105
NCT05372016,636.0,636.0,0,https://clinicaltrials.gov/study/NCT05372016,21.2,1.7666666666666666
NCT02868151,487.0,791.0,1,https://clinicaltrials.gov/study/NCT02868151,26.366666666666667,2.1972222222222224
NCT03653546,1352.0,1352.0,2,https://clinicaltrials.gov/study/NCT03653546,45.06666666666667,3.755555555555556
NCT01892618,852.0,852.0,1,https://clinicaltrials.gov/study/NCT01892618,28.4,2.3666666666666667
NCT01348217,32.0,2782.0,4,https://clinicaltrials.gov/study/NCT01348217,92.73333333333333,7.727777777777778
NCT03070951,846.0,1230.0,2,https://clinicaltrials.gov/study/NCT03070951,41.0,3.4166666666666665
NCT02163759,1933.0,1962.0,3,https://clinicaltrials.gov/study/NCT02163759,65.4,5.45
NCT02650791,973.0,1156.0,2,https://clinicaltrials.gov/study/NCT02650791,38.53333333333333,3.211111111111111
NCT01569295,2551.0,2551.0,4,https://clinicaltrials.gov/study/NCT01569295,85.03333333333333,7.086111111111111
NCT01517802,3312.0,3312.0,4,https://clinicaltrials.gov/study/NCT01517802,110.4,9.200000000000001
NCT02762955,365.0,683.0,1,https://clinicaltrials.gov/study/NCT02762955,22.766666666666666,1.8972222222222221
NCT01311687,721.0,2363.0,4,https://clinicaltrials.gov/study/NCT01311687,78.76666666666667,6.563888888888889
NCT01733459,1857.0,1918.0,3,https://clinicaltrials.gov/study/NCT01733459,63.93333333333333,5.3277777777777775
NCT01798056,834.0,1171.0,2,https://clinicaltrials.gov/study/NCT01798056,39.03333333333333,3.2527777777777778
NCT03013504,424.0,1424.0,2,https://clinicaltrials.gov/study/NCT03013504,47.46666666666667,3.9555555555555557
NCT01926236,1434.0,1795.0,3,https://clinicaltrials.gov/study/NCT01926236,59.833333333333336,4.986111111111112
NCT02349412,824.0,1566.0,2,https://clinicaltrials.gov/study/NCT02349412,52.2,4.3500000000000005
NCT05231044,699.0,699.0,1,https://clinicaltrials.gov/study/NCT05231044,23.3,1.9416666666666667
NCT01198145,843.0,2297.0,4,https://clinicaltrials.gov/study/NCT01198145,76.56666666666666,6.3805555555555555
NCT03096847,778.0,1200.0,2,https://clinicaltrials.gov/study/NCT03096847,40.0,3.3333333333333335
NCT01778192,123.0,153.0,0,https://clinicaltrials.gov/study/NCT01778192,5.1,0.425
NCT01996306,1449.0,1671.0,3,https://clinicaltrials.gov/study/NCT01996306,55.7,4.641666666666667
NCT03462251,1286.0,1651.0,3,https://clinicaltrials.gov/study/NCT03462251,55.03333333333333,4.586111111111111
NCT02709512,1840.0,1840.0,3,https://clinicaltrials.gov/study/NCT02709512,61.333333333333336,5.111111111111112
NCT03098030,970.0,1029.0,1,https://clinicaltrials.gov/study/NCT03098030,34.3,2.858333333333333
NCT02603705,465.0,465.0,0,https://clinicaltrials.gov/study/NCT02603705,15.5,1.2916666666666667
NCT04838613,784.0,784.0,1,https://clinicaltrials.gov/study/NCT04838613,26.133333333333333,2.1777777777777776
NCT02114359,2191.0,2191.0,3,https://clinicaltrials.gov/study/NCT02114359,73.03333333333333,6.086111111111111
NCT02481830,1068.0,2542.0,4,https://clinicaltrials.gov/study/NCT02481830,84.73333333333333,7.061111111111111
NCT02801578,936.0,936.0,1,https://clinicaltrials.gov/study/NCT02801578,31.2,2.6
NCT03755518,975.0,1687.0,3,https://clinicaltrials.gov/study/NCT03755518,56.233333333333334,4.686111111111111
NCT02774239,2942.0,2942.0,4,https://clinicaltrials.gov/study/NCT02774239,98.06666666666666,8.172222222222222
NCT02952898,257.0,314.0,0,https://clinicaltrials.gov/study/NCT02952898,10.466666666666667,0.8722222222222222
NCT01387282,854.0,1311.0,2,https://clinicaltrials.gov/study/NCT01387282,43.7,3.641666666666667
NCT01395914,1066.0,1311.0,2,https://clinicaltrials.gov/study/NCT01395914,43.7,3.641666666666667
NCT04822597,381.0,381.0,0,https://clinicaltrials.gov/study/NCT04822597,12.7,1.0583333333333333
NCT02345850,1892.0,1892.0,3,https://clinicaltrials.gov/study/NCT02345850,63.06666666666667,5.2555555555555555
NCT02594371,1331.0,2402.0,4,https://clinicaltrials.gov/study/NCT02594371,80.06666666666666,6.672222222222222
NCT01762020,1492.0,1492.0,2,https://clinicaltrials.gov/study/NCT01762020,49.733333333333334,4.144444444444445
NCT01526369,1357.0,4022.0,4,https://clinicaltrials.gov/study/NCT01526369,134.06666666666666,11.172222222222222
NCT03465722,714.0,1269.0,2,https://clinicaltrials.gov/study/NCT03465722,42.3,3.525
NCT02361099,1277.0,1367.0,2,https://clinicaltrials.gov/study/NCT02361099,45.56666666666667,3.7972222222222225
NCT02184195,1491.0,2964.0,4,https://clinicaltrials.gov/study/NCT02184195,98.8,8.233333333333333
NCT03358875,984.0,2240.0,4,https://clinicaltrials.gov/study/NCT03358875,74.66666666666667,6.222222222222222
NCT01541553,487.0,487.0,0,https://clinicaltrials.gov/study/NCT01541553,16.233333333333334,1.3527777777777779
NCT01526135,2145.0,3378.0,4,https://clinicaltrials.gov/study/NCT01526135,112.6,9.383333333333333
NCT02650271,1056.0,1061.0,1,https://clinicaltrials.gov/study/NCT02650271,35.36666666666667,2.9472222222222224
NCT01404260,1369.0,1583.0,2,https://clinicaltrials.gov/study/NCT01404260,52.766666666666666,4.397222222222222
NCT02551159,1726.0,2045.0,3,https://clinicaltrials.gov/study/NCT02551159,68.16666666666667,5.680555555555556
NCT05726097,272.0,272.0,0,https://clinicaltrials.gov/study/NCT05726097,9.066666666666666,0.7555555555555555
NCT04874935,513.0,513.0,0,https://clinicaltrials.gov/study/NCT04874935,17.1,1.425
NCT03803475,684.0,684.0,1,https://clinicaltrials.gov/study/NCT03803475,22.8,1.9000000000000001
NCT02369653,2085.0,2085.0,3,https://clinicaltrials.gov/study/NCT02369653,69.5,5.791666666666667
NCT01288378,2590.0,2590.0,4,https://clinicaltrials.gov/study/NCT01288378,86.33333333333333,7.194444444444444
NCT03480022,880.0,966.0,1,https://clinicaltrials.gov/study/NCT03480022,32.2,2.6833333333333336
NCT02578940,563.0,964.0,1,https://clinicaltrials.gov/study/NCT02578940,32.13333333333333,2.6777777777777776
NCT02103322,28.0,120.0,0,https://clinicaltrials.gov/study/NCT02103322,4.0,0.3333333333333333
NCT01160211,1772.0,4050.0,4,https://clinicaltrials.gov/study/NCT01160211,135.0,11.25
NCT03084237,752.0,1792.0,3,https://clinicaltrials.gov/study/NCT03084237,59.733333333333334,4.977777777777778
NCT05110170,537.0,617.0,0,https://clinicaltrials.gov/study/NCT05110170,20.566666666666666,1.7138888888888888
NCT02273141,273.0,273.0,0,https://clinicaltrials.gov/study/NCT02273141,9.1,0.7583333333333333
NCT01607957,593.0,1436.0,2,https://clinicaltrials.gov/study/NCT01607957,47.86666666666667,3.988888888888889
NCT02477644,1416.0,2512.0,4,https://clinicaltrials.gov/study/NCT02477644,83.73333333333333,6.977777777777778
NCT01370928,92.0,153.0,0,https://clinicaltrials.gov/study/NCT01370928,5.1,0.425
NCT01962246,2922.0,3469.0,4,https://clinicaltrials.gov/study/NCT01962246,115.63333333333334,9.636111111111111
NCT02549352,326.0,639.0,0,https://clinicaltrials.gov/study/NCT02549352,21.3,1.7750000000000001
NCT02137785,304.0,304.0,0,https://clinicaltrials.gov/study/NCT02137785,10.133333333333333,0.8444444444444444
NCT01785875,700.0,700.0,1,https://clinicaltrials.gov/study/NCT01785875,23.333333333333332,1.9444444444444444
NCT01743989,2641.0,2641.0,4,https://clinicaltrials.gov/study/NCT01743989,88.03333333333333,7.336111111111111
NCT02008227,849.0,1765.0,3,https://clinicaltrials.gov/study/NCT02008227,58.833333333333336,4.902777777777778
NCT03008551,227.0,227.0,0,https://clinicaltrials.gov/study/NCT03008551,7.566666666666666,0.6305555555555555
NCT01287624,1155.0,1155.0,2,https://clinicaltrials.gov/study/NCT01287624,38.5,3.2083333333333335
NCT02162667,725.0,1583.0,2,https://clinicaltrials.gov/study/NCT02162667,52.766666666666666,4.397222222222222
NCT01536392,2772.0,2772.0,4,https://clinicaltrials.gov/study/NCT01536392,92.4,7.7
NCT02600923,1138.0,1138.0,2,https://clinicaltrials.gov/study/NCT02600923,37.93333333333333,3.161111111111111
NCT02695771,2012.0,2012.0,3,https://clinicaltrials.gov/study/NCT02695771,67.06666666666666,5.588888888888889
NCT01686594,1977.0,1977.0,3,https://clinicaltrials.gov/study/NCT01686594,65.9,5.491666666666667
NCT01427478,3349.0,3530.0,4,https://clinicaltrials.gov/study/NCT01427478,117.66666666666667,9.805555555555555
NCT01578499,1450.0,2216.0,4,https://clinicaltrials.gov/study/NCT01578499,73.86666666666666,6.155555555555555
NCT02165852,638.0,638.0,0,https://clinicaltrials.gov/study/NCT02165852,21.266666666666666,1.7722222222222221
NCT01819389,273.0,304.0,0,https://clinicaltrials.gov/study/NCT01819389,10.133333333333333,0.8444444444444444
NCT02588170,1210.0,2404.0,4,https://clinicaltrials.gov/study/NCT02588170,80.13333333333334,6.677777777777778
NCT01239797,1170.0,3593.0,4,https://clinicaltrials.gov/study/NCT01239797,119.76666666666667,9.980555555555556
NCT03433313,1192.0,1192.0,2,https://clinicaltrials.gov/study/NCT03433313,39.733333333333334,3.3111111111111113
NCT05318443,983.0,1000.0,1,https://clinicaltrials.gov/study/NCT05318443,33.333333333333336,2.777777777777778
NCT04124965,673.0,673.0,0,https://clinicaltrials.gov/study/NCT04124965,22.433333333333334,1.8694444444444445
NCT02813785,1126.0,2370.0,4,https://clinicaltrials.gov/study/NCT02813785,79.0,6.583333333333333
NCT03040726,1748.0,1748.0,3,https://clinicaltrials.gov/study/NCT03040726,58.266666666666666,4.855555555555555
NCT02492711,2179.0,2486.0,4,https://clinicaltrials.gov/study/NCT02492711,82.86666666666666,6.905555555555555
NCT02180217,1234.0,1885.0,3,https://clinicaltrials.gov/study/NCT02180217,62.833333333333336,5.236111111111112
NCT03331588,840.0,840.0,1,https://clinicaltrials.gov/study/NCT03331588,28.0,2.3333333333333335
NCT01824992,366.0,550.0,0,https://clinicaltrials.gov/study/NCT01824992,18.333333333333332,1.5277777777777777
NCT02563002,1908.0,2786.0,4,https://clinicaltrials.gov/study/NCT02563002,92.86666666666666,7.738888888888888
NCT01780675,2191.0,3197.0,4,https://clinicaltrials.gov/study/NCT01780675,106.56666666666666,8.880555555555555
NCT02941926,1073.0,2170.0,3,https://clinicaltrials.gov/study/NCT02941926,72.33333333333333,6.027777777777778
NCT02379845,1176.0,2028.0,3,https://clinicaltrials.gov/study/NCT02379845,67.6,5.633333333333333
NCT03031444,1825.0,1825.0,3,https://clinicaltrials.gov/study/NCT03031444,60.833333333333336,5.069444444444445
NCT03200912,200.0,215.0,0,https://clinicaltrials.gov/study/NCT03200912,7.166666666666667,0.5972222222222222
NCT01190176,2200.0,2200.0,3,https://clinicaltrials.gov/study/NCT01190176,73.33333333333333,6.111111111111111
NCT01503515,2476.0,3115.0,4,https://clinicaltrials.gov/study/NCT01503515,103.83333333333333,8.652777777777777
NCT03721978,1232.0,1254.0,2,https://clinicaltrials.gov/study/NCT03721978,41.8,3.483333333333333
NCT03001869,2191.0,2191.0,3,https://clinicaltrials.gov/study/NCT03001869,73.03333333333333,6.086111111111111
NCT03689634,1082.0,1325.0,2,https://clinicaltrials.gov/study/NCT03689634,44.166666666666664,3.6805555555555554
NCT04296890,481.0,846.0,1,https://clinicaltrials.gov/study/NCT04296890,28.2,2.35
NCT01450761,1192.0,1982.0,3,https://clinicaltrials.gov/study/NCT01450761,66.06666666666666,5.5055555555555555
NCT03296163,512.0,751.0,1,https://clinicaltrials.gov/study/NCT03296163,25.033333333333335,2.0861111111111112
NCT01407068,153.0,153.0,0,https://clinicaltrials.gov/study/NCT01407068,5.1,0.425
NCT03866993,658.0,1121.0,1,https://clinicaltrials.gov/study/NCT03866993,37.36666666666667,3.113888888888889
NCT06140108,106.0,106.0,0,https://clinicaltrials.gov/study/NCT06140108,3.533333333333333,0.29444444444444445
NCT04193722,1363.0,1363.0,2,https://clinicaltrials.gov/study/NCT04193722,45.43333333333333,3.786111111111111
NCT01763671,944.0,1431.0,2,https://clinicaltrials.gov/study/NCT01763671,47.7,3.975
NCT04327063,513.0,542.0,0,https://clinicaltrials.gov/study/NCT04327063,18.066666666666666,1.5055555555555555
NCT01955837,898.0,1033.0,1,https://clinicaltrials.gov/study/NCT01955837,34.43333333333333,2.869444444444444
NCT05214495,204.0,204.0,0,https://clinicaltrials.gov/study/NCT05214495,6.8,0.5666666666666667
NCT04874870,872.0,872.0,1,https://clinicaltrials.gov/study/NCT04874870,29.066666666666666,2.422222222222222
NCT01566695,2100.0,3891.0,4,https://clinicaltrials.gov/study/NCT01566695,129.7,10.808333333333332
NCT02655224,416.0,419.0,0,https://clinicaltrials.gov/study/NCT02655224,13.966666666666667,1.163888888888889
NCT04739761,961.0,961.0,1,https://clinicaltrials.gov/study/NCT04739761,32.03333333333333,2.6694444444444443
NCT04270994,1064.0,1156.0,2,https://clinicaltrials.gov/study/NCT04270994,38.53333333333333,3.211111111111111
NCT01721772,522.0,3038.0,4,https://clinicaltrials.gov/study/NCT01721772,101.26666666666667,8.438888888888888
NCT02471339,1996.0,1996.0,3,https://clinicaltrials.gov/study/NCT02471339,66.53333333333333,5.544444444444444
NCT03558516,551.0,566.0,0,https://clinicaltrials.gov/study/NCT03558516,18.866666666666667,1.5722222222222222
NCT02329860,1360.0,1967.0,3,https://clinicaltrials.gov/study/NCT02329860,65.56666666666666,5.463888888888889
NCT02578641,2799.0,2799.0,4,https://clinicaltrials.gov/study/NCT02578641,93.3,7.7749999999999995
NCT03295565,1319.0,1760.0,3,https://clinicaltrials.gov/study/NCT03295565,58.666666666666664,4.888888888888888
NCT01746979,1157.0,1247.0,2,https://clinicaltrials.gov/study/NCT01746979,41.56666666666667,3.463888888888889
NCT02022007,884.0,945.0,1,https://clinicaltrials.gov/study/NCT02022007,31.5,2.625
NCT02142738,623.0,2467.0,4,https://clinicaltrials.gov/study/NCT02142738,82.23333333333333,6.852777777777778
NCT01632904,638.0,1430.0,2,https://clinicaltrials.gov/study/NCT01632904,47.666666666666664,3.972222222222222
NCT01974752,395.0,914.0,1,https://clinicaltrials.gov/study/NCT01974752,30.466666666666665,2.5388888888888888
NCT02285062,1487.0,2718.0,4,https://clinicaltrials.gov/study/NCT02285062,90.6,7.55
NCT03718754,692.0,692.0,1,https://clinicaltrials.gov/study/NCT03718754,23.066666666666666,1.9222222222222223
NCT02264574,1267.0,1793.0,3,https://clinicaltrials.gov/study/NCT02264574,59.766666666666666,4.980555555555555
NCT02577406,1539.0,3008.0,4,https://clinicaltrials.gov/study/NCT02577406,100.26666666666667,8.355555555555556
NCT01684878,830.0,1284.0,2,https://clinicaltrials.gov/study/NCT01684878,42.8,3.5666666666666664
NCT04878016,820.0,820.0,1,https://clinicaltrials.gov/study/NCT04878016,27.333333333333332,2.2777777777777777
NCT02042690,1311.0,1735.0,3,https://clinicaltrials.gov/study/NCT02042690,57.833333333333336,4.819444444444445
NCT01619111,3622.0,3622.0,4,https://clinicaltrials.gov/study/NCT01619111,120.73333333333333,10.061111111111112
NCT02555878,1078.0,1078.0,1,https://clinicaltrials.gov/study/NCT02555878,35.93333333333333,2.994444444444444
NCT02970162,334.0,334.0,0,https://clinicaltrials.gov/study/NCT02970162,11.133333333333333,0.9277777777777777
NCT02172976,1887.0,2008.0,3,https://clinicaltrials.gov/study/NCT02172976,66.93333333333334,5.577777777777778
NCT02125344,701.0,791.0,1,https://clinicaltrials.gov/study/NCT02125344,26.366666666666667,2.1972222222222224
NCT01724801,989.0,1431.0,2,https://clinicaltrials.gov/study/NCT01724801,47.7,3.975
NCT01456325,1461.0,1461.0,2,https://clinicaltrials.gov/study/NCT01456325,48.7,4.058333333333334
NCT02182778,575.0,1377.0,2,https://clinicaltrials.gov/study/NCT02182778,45.9,3.8249999999999997
NCT05383625,395.0,456.0,0,https://clinicaltrials.gov/study/NCT05383625,15.2,1.2666666666666666
NCT02670252,1492.0,2223.0,4,https://clinicaltrials.gov/study/NCT02670252,74.1,6.175
NCT01371656,2100.0,2100.0,3,https://clinicaltrials.gov/study/NCT01371656,70.0,5.833333333333333
NCT01327885,1394.0,1980.0,3,https://clinicaltrials.gov/study/NCT01327885,66.0,5.5
NCT06281353,386.0,386.0,0,https://clinicaltrials.gov/study/NCT06281353,12.866666666666667,1.0722222222222222
NCT02490111,976.0,976.0,1,https://clinicaltrials.gov/study/NCT02490111,32.53333333333333,2.711111111111111
NCT01295710,1466.0,1466.0,2,https://clinicaltrials.gov/study/NCT01295710,48.86666666666667,4.072222222222222
NCT01984632,395.0,395.0,0,https://clinicaltrials.gov/study/NCT01984632,13.166666666666666,1.097222222222222
NCT01720407,2495.0,3631.0,4,https://clinicaltrials.gov/study/NCT01720407,121.03333333333333,10.08611111111111
NCT02907359,1173.0,1417.0,2,https://clinicaltrials.gov/study/NCT02907359,47.233333333333334,3.9361111111111113
NCT01629563,944.0,944.0,1,https://clinicaltrials.gov/study/NCT01629563,31.466666666666665,2.6222222222222222
NCT02667288,274.0,274.0,0,https://clinicaltrials.gov/study/NCT02667288,9.133333333333333,0.7611111111111111
NCT02711007,669.0,678.0,1,https://clinicaltrials.gov/study/NCT02711007,22.6,1.8833333333333335
NCT01787383,334.0,334.0,0,https://clinicaltrials.gov/study/NCT01787383,11.133333333333333,0.9277777777777777
NCT02671708,1154.0,1519.0,2,https://clinicaltrials.gov/study/NCT02671708,50.63333333333333,4.219444444444444
NCT03600831,1379.0,1959.0,3,https://clinicaltrials.gov/study/NCT03600831,65.3,5.441666666666666
NCT02358031,1439.0,3043.0,4,https://clinicaltrials.gov/study/NCT02358031,101.43333333333334,8.452777777777778
NCT02442375,2837.0,2837.0,4,https://clinicaltrials.gov/study/NCT02442375,94.56666666666666,7.8805555555555555
NCT04342377,577.0,577.0,0,https://clinicaltrials.gov/study/NCT04342377,19.233333333333334,1.6027777777777779
NCT01277016,1857.0,2038.0,3,https://clinicaltrials.gov/study/NCT01277016,67.93333333333334,5.661111111111111
NCT01369329,701.0,731.0,1,https://clinicaltrials.gov/study/NCT01369329,24.366666666666667,2.0305555555555554
NCT02634931,1035.0,1035.0,1,https://clinicaltrials.gov/study/NCT02634931,34.5,2.875
NCT03086005,1300.0,1380.0,2,https://clinicaltrials.gov/study/NCT03086005,46.0,3.8333333333333335
NCT01668459,1765.0,1765.0,3,https://clinicaltrials.gov/study/NCT01668459,58.833333333333336,4.902777777777778
NCT01365156,3098.0,3098.0,4,https://clinicaltrials.gov/study/NCT01365156,103.26666666666667,8.605555555555556
NCT02997553,1755.0,1778.0,3,https://clinicaltrials.gov/study/NCT02997553,59.266666666666666,4.938888888888889
NCT02965378,823.0,1826.0,3,https://clinicaltrials.gov/study/NCT02965378,60.86666666666667,5.072222222222222
NCT02576509,1270.0,2984.0,4,https://clinicaltrials.gov/study/NCT02576509,99.46666666666667,8.28888888888889
NCT04735432,270.0,311.0,0,https://clinicaltrials.gov/study/NCT04735432,10.366666666666667,0.8638888888888889
NCT03278600,1277.0,1277.0,2,https://clinicaltrials.gov/study/NCT03278600,42.56666666666667,3.5472222222222225
NCT03471078,686.0,1572.0,2,https://clinicaltrials.gov/study/NCT03471078,52.4,4.366666666666666
NCT01846611,1555.0,1857.0,3,https://clinicaltrials.gov/study/NCT01846611,61.9,5.158333333333333
NCT02940925,1773.0,1776.0,3,https://clinicaltrials.gov/study/NCT02940925,59.2,4.933333333333334
NCT03859427,1423.0,1423.0,2,https://clinicaltrials.gov/study/NCT03859427,47.43333333333333,3.9527777777777775
NCT03093870,861.0,1018.0,1,https://clinicaltrials.gov/study/NCT03093870,33.93333333333333,2.8277777777777775
NCT03493854,385.0,1814.0,3,https://clinicaltrials.gov/study/NCT03493854,60.46666666666667,5.038888888888889
NCT02250196,184.0,245.0,0,https://clinicaltrials.gov/study/NCT02250196,8.166666666666666,0.6805555555555555
NCT03674294,1701.0,1763.0,3,https://clinicaltrials.gov/study/NCT03674294,58.766666666666666,4.897222222222222
NCT02314819,762.0,778.0,1,https://clinicaltrials.gov/study/NCT02314819,25.933333333333334,2.161111111111111
NCT02035098,488.0,488.0,0,https://clinicaltrials.gov/study/NCT02035098,16.266666666666666,1.3555555555555554
NCT03359811,1093.0,1093.0,1,https://clinicaltrials.gov/study/NCT03359811,36.43333333333333,3.036111111111111
NCT01611090,2317.0,2317.0,4,https://clinicaltrials.gov/study/NCT01611090,77.23333333333333,6.436111111111111
NCT05364918,744.0,956.0,1,https://clinicaltrials.gov/study/NCT05364918,31.866666666666667,2.6555555555555554
NCT02799212,2302.0,2302.0,4,https://clinicaltrials.gov/study/NCT02799212,76.73333333333333,6.394444444444445
NCT01763645,761.0,761.0,1,https://clinicaltrials.gov/study/NCT01763645,25.366666666666667,2.113888888888889
NCT03084939,578.0,2150.0,3,https://clinicaltrials.gov/study/NCT03084939,71.66666666666667,5.972222222222222
NCT02009228,731.0,731.0,1,https://clinicaltrials.gov/study/NCT02009228,24.366666666666667,2.0305555555555554
NCT01896232,456.0,513.0,0,https://clinicaltrials.gov/study/NCT01896232,17.1,1.425
NCT02660190,669.0,1096.0,1,https://clinicaltrials.gov/study/NCT02660190,36.53333333333333,3.0444444444444443
NCT01642004,762.0,3226.0,4,https://clinicaltrials.gov/study/NCT01642004,107.53333333333333,8.96111111111111
NCT02773849,977.0,2438.0,4,https://clinicaltrials.gov/study/NCT02773849,81.26666666666667,6.772222222222222
NCT05078827,245.0,275.0,0,https://clinicaltrials.gov/study/NCT05078827,9.166666666666666,0.7638888888888888
NCT03374397,633.0,633.0,0,https://clinicaltrials.gov/study/NCT03374397,21.1,1.7583333333333335
NCT03196986,716.0,1445.0,2,https://clinicaltrials.gov/study/NCT03196986,48.166666666666664,4.013888888888888
NCT02491333,1157.0,1157.0,2,https://clinicaltrials.gov/study/NCT02491333,38.56666666666667,3.213888888888889
NCT03083665,1773.0,1773.0,3,https://clinicaltrials.gov/study/NCT03083665,59.1,4.925
NCT03546842,214.0,214.0,0,https://clinicaltrials.gov/study/NCT03546842,7.133333333333334,0.5944444444444444
NCT01535391,1035.0,2308.0,4,https://clinicaltrials.gov/study/NCT01535391,76.93333333333334,6.411111111111111
NCT02381184,761.0,761.0,1,https://clinicaltrials.gov/study/NCT02381184,25.366666666666667,2.113888888888889
NCT03971422,820.0,876.0,1,https://clinicaltrials.gov/study/NCT03971422,29.2,2.433333333333333
NCT02546934,1492.0,1492.0,2,https://clinicaltrials.gov/study/NCT02546934,49.733333333333334,4.144444444444445
NCT01704079,638.0,669.0,0,https://clinicaltrials.gov/study/NCT01704079,22.3,1.8583333333333334
NCT02231086,1280.0,1553.0,2,https://clinicaltrials.gov/study/NCT02231086,51.766666666666666,4.313888888888889
NCT03374488,217.0,944.0,1,https://clinicaltrials.gov/study/NCT03374488,31.466666666666665,2.6222222222222222
NCT02019277,1065.0,1065.0,1,https://clinicaltrials.gov/study/NCT02019277,35.5,2.9583333333333335
NCT01671449,669.0,1034.0,1,https://clinicaltrials.gov/study/NCT01671449,34.46666666666667,2.8722222222222222
NCT02044276,1247.0,1485.0,2,https://clinicaltrials.gov/study/NCT02044276,49.5,4.125
NCT01999673,1186.0,1186.0,2,https://clinicaltrials.gov/study/NCT01999673,39.53333333333333,3.2944444444444443
NCT03294330,1437.0,1483.0,2,https://clinicaltrials.gov/study/NCT03294330,49.43333333333333,4.1194444444444445
NCT01748448,3499.0,3499.0,4,https://clinicaltrials.gov/study/NCT01748448,116.63333333333334,9.719444444444445
NCT01303796,1902.0,2130.0,3,https://clinicaltrials.gov/study/NCT01303796,71.0,5.916666666666667
NCT01516944,2251.0,2495.0,4,https://clinicaltrials.gov/study/NCT01516944,83.16666666666667,6.930555555555556
NCT01377922,1857.0,1857.0,3,https://clinicaltrials.gov/study/NCT01377922,61.9,5.158333333333333
NCT01414608,3469.0,3469.0,4,https://clinicaltrials.gov/study/NCT01414608,115.63333333333334,9.636111111111111
NCT03138512,2258.0,2400.0,4,https://clinicaltrials.gov/study/NCT03138512,80.0,6.666666666666667
NCT01494506,823.0,1430.0,2,https://clinicaltrials.gov/study/NCT01494506,47.666666666666664,3.972222222222222
NCT03131713,548.0,548.0,0,https://clinicaltrials.gov/study/NCT03131713,18.266666666666666,1.5222222222222221
NCT01419717,2453.0,2453.0,4,https://clinicaltrials.gov/study/NCT01419717,81.76666666666667,6.813888888888889
NCT03117335,1831.0,1895.0,3,https://clinicaltrials.gov/study/NCT03117335,63.166666666666664,5.263888888888888
NCT03428529,2101.0,2162.0,3,https://clinicaltrials.gov/study/NCT03428529,72.06666666666666,6.0055555555555555
NCT01610284,995.0,2446.0,4,https://clinicaltrials.gov/study/NCT01610284,81.53333333333333,6.794444444444444
NCT01516736,518.0,640.0,0,https://clinicaltrials.gov/study/NCT01516736,21.333333333333332,1.7777777777777777
